Code,Year,Access to clean fuels cooking %,IDCFA
,2015,15.90563855,
,2016,16.40046402,
,2000,12.38891527,
,2001,12.84823278,
,2002,13.27862214,
,2003,13.70798947,
,2004,14.17940085,
,2005,14.63003173,
,2006,15.11905134,
,2007,15.61323056,
,2008,16.12830038,
,2009,16.60403092,
,2010,17.15375207,
,2011,17.6705444,
,2012,18.17038937,
,2013,18.66694889,
,2014,19.18791503,
,2015,19.73337616,
,2016,20.29790362,
ISL,2000,100,2000ISL
ISL,2001,100,2001ISL
ISL,2002,100,2002ISL
ISL,2003,100,2003ISL
ISL,2004,100,2004ISL
ISL,2005,100,2005ISL
ISL,2006,100,2006ISL
ISL,2007,100,2007ISL
ISL,2008,100,2008ISL
ISL,2009,100,2009ISL
ISL,2010,100,2010ISL
ISL,2011,100,2011ISL
ISL,2012,100,2012ISL
ISL,2013,100,2013ISL
ISL,2014,100,2014ISL
ISL,2015,100,2015ISL
ISL,2016,100,2016ISL
IND,2000,22.15,2000IND
IND,2001,23.85,2001IND
IND,2002,25.01,2002IND
IND,2003,25.93,2003IND
IND,2004,27.41,2004IND
IND,2005,28.34,2005IND
IND,2006,29.74,2006IND
IND,2007,30.95,2007IND
IND,2008,32.06,2008IND
IND,2009,32.82,2009IND
IND,2010,34.4,2010IND
IND,2011,35.42,2011IND
IND,2012,36.64,2012IND
IND,2013,37.81,2013IND
IND,2014,38.8,2014IND
IND,2015,39.88,2015IND
IND,2016,41.04,2016IND
IDN,2000,5.42,2000IDN
IDN,2001,6.93,2001IDN
IDN,2002,9.05,2002IDN
IDN,2003,11.29,2003IDN
IDN,2004,14.41,2004IDN
IDN,2005,18.1,2005IDN
IDN,2006,21.99,2006IDN
IDN,2007,26.28,2007IDN
IDN,2008,31.03,2008IDN
IDN,2009,35.7,2009IDN
IDN,2010,40.19,2010IDN
IDN,2011,43.93,2011IDN
IDN,2012,47.73,2012IDN
IDN,2013,51.13,2013IDN
IDN,2014,54.17,2014IDN
IDN,2015,56.49,2015IDN
IDN,2016,58.37,2016IDN
IRN,2000,85.68,2000IRN
IRN,2001,88.14,2001IRN
IRN,2002,90.14,2002IRN
IRN,2003,91.74,2003IRN
IRN,2004,93.21,2004IRN
IRN,2005,94.25,2005IRN
IRN,2006,95.26,2006IRN
IRN,2007,95.88,2007IRN
IRN,2008,96.5,2008IRN
IRN,2009,96.98,2009IRN
IRN,2010,97.36,2010IRN
IRN,2011,97.63,2011IRN
IRN,2012,97.89,2012IRN
IRN,2013,98.12,2013IRN
IRN,2014,98.29,2014IRN
IRN,2015,98.42,2015IRN
IRN,2016,98.49,2016IRN
IRQ,2000,74.95,2000IRQ
IRQ,2001,78.65,2001IRQ
IRQ,2002,81.76,2002IRQ
IRQ,2003,84.63,2003IRQ
IRQ,2004,86.96,2004IRQ
IRQ,2005,89.01,2005IRQ
IRQ,2006,90.77,2006IRQ
IRQ,2007,92.14,2007IRQ
IRQ,2008,93.38,2008IRQ
IRQ,2009,94.24,2009IRQ
IRQ,2010,95.1,2010IRQ
IRQ,2011,95.72,2011IRQ
IRQ,2012,96.18,2012IRQ
IRQ,2013,96.71,2013IRQ
IRQ,2014,97.04,2014IRQ
IRQ,2015,97.39,2015IRQ
IRQ,2016,97.63,2016IRQ
IRL,2000,100,2000IRL
IRL,2001,100,2001IRL
IRL,2002,100,2002IRL
IRL,2003,100,2003IRL
IRL,2004,100,2004IRL
IRL,2005,100,2005IRL
IRL,2006,100,2006IRL
IRL,2007,100,2007IRL
IRL,2008,100,2008IRL
IRL,2009,100,2009IRL
IRL,2010,100,2010IRL
IRL,2011,100,2011IRL
IRL,2012,100,2012IRL
IRL,2013,100,2013IRL
IRL,2014,100,2014IRL
IRL,2015,100,2015IRL
IRL,2016,100,2016IRL
ISR,2000,100,2000ISR
ISR,2001,100,2001ISR
ISR,2002,100,2002ISR
ISR,2003,100,2003ISR
ISR,2004,100,2004ISR
ISR,2005,100,2005ISR
ISR,2006,100,2006ISR
ISR,2007,100,2007ISR
ISR,2008,100,2008ISR
ISR,2009,100,2009ISR
ISR,2010,100,2010ISR
ISR,2011,100,2011ISR
ISR,2012,100,2012ISR
ISR,2013,100,2013ISR
ISR,2014,100,2014ISR
ISR,2015,100,2015ISR
ISR,2016,100,2016ISR
ITA,2000,100,2000ITA
ITA,2001,100,2001ITA
ITA,2002,100,2002ITA
ITA,2003,100,2003ITA
ITA,2004,100,2004ITA
ITA,2005,100,2005ITA
ITA,2006,100,2006ITA
ITA,2007,100,2007ITA
ITA,2008,100,2008ITA
ITA,2009,100,2009ITA
ITA,2010,100,2010ITA
ITA,2011,100,2011ITA
ITA,2012,100,2012ITA
ITA,2013,100,2013ITA
ITA,2014,100,2014ITA
ITA,2015,100,2015ITA
ITA,2016,100,2016ITA
JAM,2000,73.16,2000JAM
JAM,2001,74.88,2001JAM
JAM,2002,76.48,2002JAM
JAM,2003,77.81,2003JAM
JAM,2004,79.36,2004JAM
JAM,2005,80.57,2005JAM
JAM,2006,81.72,2006JAM
JAM,2007,82.99,2007JAM
JAM,2008,83.97,2008JAM
JAM,2009,85.08,2009JAM
JAM,2010,86,2010JAM
JAM,2011,86.94,2011JAM
JAM,2012,87.67,2012JAM
JAM,2013,88.43,2013JAM
JAM,2014,89.22,2014JAM
JAM,2015,89.89,2015JAM
JAM,2016,90.5,2016JAM
JPN,2000,100,2000JPN
JPN,2001,100,2001JPN
JPN,2002,100,2002JPN
JPN,2003,100,2003JPN
JPN,2004,100,2004JPN
JPN,2005,100,2005JPN
JPN,2006,100,2006JPN
JPN,2007,100,2007JPN
JPN,2008,100,2008JPN
JPN,2009,100,2009JPN
JPN,2010,100,2010JPN
JPN,2011,100,2011JPN
JPN,2012,100,2012JPN
JPN,2013,100,2013JPN
JPN,2014,100,2014JPN
JPN,2015,100,2015JPN
JPN,2016,100,2016JPN
JOR,2000,97.28,2000JOR
JOR,2001,97.59,2001JOR
JOR,2002,97.69,2002JOR
JOR,2003,97.98,2003JOR
JOR,2004,98.11,2004JOR
JOR,2005,98.24,2005JOR
JOR,2006,98.37,2006JOR
JOR,2007,98.41,2007JOR
JOR,2008,98.56,2008JOR
JOR,2009,98.65,2009JOR
JOR,2010,98.74,2010JOR
JOR,2011,98.84,2011JOR
JOR,2012,98.9,2012JOR
JOR,2013,98.95,2013JOR
JOR,2014,98.94,2014JOR
JOR,2015,99.04,2015JOR
JOR,2016,99.06,2016JOR
KAZ,2000,82.85,2000KAZ
KAZ,2001,84.31,2001KAZ
KAZ,2002,85.55,2002KAZ
KAZ,2003,86.59,2003KAZ
KAZ,2004,87.73,2004KAZ
KAZ,2005,88.76,2005KAZ
KAZ,2006,89.6,2006KAZ
KAZ,2007,90.52,2007KAZ
KAZ,2008,91.42,2008KAZ
KAZ,2009,91.82,2009KAZ
KAZ,2010,92.68,2010KAZ
KAZ,2011,93.08,2011KAZ
KAZ,2012,93.57,2012KAZ
KAZ,2013,94.12,2013KAZ
KAZ,2014,94.64,2014KAZ
KAZ,2015,95.07,2015KAZ
KAZ,2016,95.34,2016KAZ
KEN,2000,1.99,2000KEN
KEN,2001,2.35,2001KEN
KEN,2002,2.68,2002KEN
KEN,2003,3.15,2003KEN
KEN,2004,3.65,2004KEN
KEN,2005,4.28,2005KEN
KEN,2006,4.93,2006KEN
KEN,2007,5.65,2007KEN
KEN,2008,6.39,2008KEN
KEN,2009,7.24,2009KEN
KEN,2010,8.02,2010KEN
KEN,2011,8.95,2011KEN
KEN,2012,9.9,2012KEN
KEN,2013,10.74,2013KEN
KEN,2014,11.83,2014KEN
KEN,2015,12.76,2015KEN
KEN,2016,13.42,2016KEN
KIR,2000,2.26,2000KIR
KIR,2001,2.21,2001KIR
KIR,2002,2.22,2002KIR
KIR,2003,2.22,2003KIR
KIR,2004,2.25,2004KIR
KIR,2005,2.28,2005KIR
KIR,2006,2.36,2006KIR
KIR,2007,2.46,2007KIR
KIR,2008,2.59,2008KIR
KIR,2009,2.74,2009KIR
KIR,2010,2.99,2010KIR
KIR,2011,3.15,2011KIR
KIR,2012,3.59,2012KIR
KIR,2013,3.94,2013KIR
KIR,2014,4.38,2014KIR
KIR,2015,4.9,2015KIR
KIR,2016,5.52,2016KIR
KWT,2000,100,2000KWT
KWT,2001,100,2001KWT
KWT,2002,100,2002KWT
KWT,2003,100,2003KWT
KWT,2004,100,2004KWT
KWT,2005,100,2005KWT
KWT,2006,100,2006KWT
KWT,2007,100,2007KWT
KWT,2008,100,2008KWT
KWT,2009,100,2009KWT
KWT,2010,100,2010KWT
KWT,2011,100,2011KWT
KWT,2012,100,2012KWT
KWT,2013,100,2013KWT
KWT,2014,100,2014KWT
KWT,2015,100,2015KWT
KWT,2016,100,2016KWT
KGZ,2000,51.72,2000KGZ
KGZ,2001,53.71,2001KGZ
KGZ,2002,56.08,2002KGZ
KGZ,2003,58.36,2003KGZ
KGZ,2004,60.08,2004KGZ
KGZ,2005,62.04,2005KGZ
KGZ,2006,64.43,2006KGZ
KGZ,2007,66.25,2007KGZ
KGZ,2008,68.67,2008KGZ
KGZ,2009,70.04,2009KGZ
KGZ,2010,72.15,2010KGZ
KGZ,2011,73.86,2011KGZ
KGZ,2012,75.27,2012KGZ
KGZ,2013,76.91,2013KGZ
KGZ,2014,78.38,2014KGZ
KGZ,2015,79.98,2015KGZ
KGZ,2016,81.25,2016KGZ
LAO,2000,3.99,2000LAO
LAO,2001,4.04,2001LAO
LAO,2002,4.21,2002LAO
LAO,2003,4.13,2003LAO
LAO,2004,4.29,2004LAO
LAO,2005,4.28,2005LAO
LAO,2006,4.56,2006LAO
LAO,2007,4.55,2007LAO
LAO,2008,4.79,2008LAO
LAO,2009,4.73,2009LAO
LAO,2010,4.83,2010LAO
LAO,2011,5.04,2011LAO
LAO,2012,5.13,2012LAO
LAO,2013,5.22,2013LAO
LAO,2014,5.42,2014LAO
LAO,2015,5.54,2015LAO
LAO,2016,5.62,2016LAO
,2000,56.84984784,
,2001,57.96511015,
,2002,58.75433865,
,2003,59.67355529,
,2004,60.35529721,
,2005,61.20610666,
,2006,62.16658601,
,2007,62.92913253,
,2008,63.82350627,
,2009,64.60003622,
,2010,65.43357164,
,2011,66.20039506,
,2012,66.9626936,
,2013,67.75523728,
,2014,68.37861877,
,2015,69.08193373,
,2016,69.75098396,
,2000,78.15612901,
,2001,79.09825479,
,2002,79.96687313,
,2003,80.79474903,
,2004,81.54742051,
,2005,82.285051,
,2006,82.9123089,
,2007,83.47673189,
,2008,84.07343744,
,2009,84.60086404,
,2010,85.05156406,
,2011,85.50077458,
,2012,85.93550539,
,2013,86.32550294,
,2014,86.72421717,
,2015,86.6795055,
,2016,87.00382292,
,2000,78.34825157,
,2001,79.28601296,
,2002,80.15146812,
,2003,80.97550959,
,2004,81.72378961,
,2005,82.45862109,
,2006,83.08108048,
,2007,83.63840696,
,2008,84.23067484,
,2009,84.75695099,
,2010,85.20077565,
,2011,85.64934768,
,2012,86.07696856,
,2013,86.46504859,
,2014,86.86205997,
,2015,86.80763951,
,2016,87.12959785,
,2000,76.33085756,
,2001,77.34587683,
,2002,78.27139214,
,2003,79.15656988,
,2004,79.96451148,
,2005,80.7511304,
,2006,81.43218004,
,2007,82.03785051,
,2008,82.67496169,
,2009,83.2468977,
,2010,83.73445906,
,2011,84.21384536,
,2012,84.68542447,
,2013,85.10220509,
,2014,85.53671394,
,2015,85.47130771,
,2016,85.81698524,
LVA,2000,85.93,2000LVA
LVA,2001,87.05,2001LVA
LVA,2002,88,2002LVA
LVA,2003,88.95,2003LVA
LVA,2004,89.9,2004LVA
LVA,2005,90.49,2005LVA
LVA,2006,91.22,2006LVA
LVA,2007,91.87,2007LVA
LVA,2008,92.49,2008LVA
LVA,2009,92.87,2009LVA
LVA,2010,93.37,2010LVA
LVA,2011,93.83,2011LVA
LVA,2012,94.14,2012LVA
LVA,2013,94.5,2013LVA
LVA,2014,94.85,2014LVA
LVA,2015,95.05,2015LVA
LVA,2016,95.28,2016LVA
,2000,7.35397738,
,2001,7.660441751,
,2002,7.984759169,
,2003,8.330758619,
,2004,8.664784552,
,2005,9.039715466,
,2006,9.425861392,
,2007,9.795333367,
,2008,10.19418047,
,2009,10.58845883,
,2010,11.05230594,
,2011,11.50405994,
,2012,11.93329696,
,2013,12.4029432,
,2014,12.88684916,
,2015,13.37923092,
,2016,13.92480284,
LSO,2000,18.14,2000LSO
LSO,2001,19.03,2001LSO
LSO,2002,20.61,2002LSO
LSO,2003,21.48,2003LSO
LSO,2004,23.05,2004LSO
LSO,2005,24.1,2005LSO
LSO,2006,25.29,2006LSO
LSO,2007,26.69,2007LSO
LSO,2008,27.63,2008LSO
LSO,2009,28.78,2009LSO
LSO,2010,29.86,2010LSO
LSO,2011,30.68,2011LSO
LSO,2012,31.96,2012LSO
LSO,2013,32.99,2013LSO
LSO,2014,33.93,2014LSO
LSO,2015,34.74,2015LSO
LSO,2016,35.61,2016LSO
LBR,2000,0.62,2000LBR
LBR,2001,0.62,2001LBR
LBR,2002,0.59,2002LBR
LBR,2003,0.62,2003LBR
LBR,2004,0.63,2004LBR
LBR,2005,0.63,2005LBR
LBR,2006,0.63,2006LBR
LBR,2007,0.64,2007LBR
LBR,2008,0.63,2008LBR
LBR,2009,0.67,2009LBR
LBR,2010,0.65,2010LBR
LBR,2011,0.67,2011LBR
LBR,2012,0.69,2012LBR
LBR,2013,0.68,2013LBR
LBR,2014,0.71,2014LBR
LBR,2015,0.7,2015LBR
LBR,2016,0.71,2016LBR
LTU,2000,100,2000LTU
LTU,2001,100,2001LTU
LTU,2002,100,2002LTU
LTU,2003,100,2003LTU
LTU,2004,100,2004LTU
LTU,2005,100,2005LTU
LTU,2006,100,2006LTU
LTU,2007,100,2007LTU
LTU,2008,100,2008LTU
LTU,2009,100,2009LTU
LTU,2010,100,2010LTU
LTU,2011,100,2011LTU
LTU,2012,100,2012LTU
LTU,2013,100,2013LTU
LTU,2014,100,2014LTU
LTU,2015,100,2015LTU
LTU,2016,100,2016LTU
,2000,38.59385953,
,2001,39.63851857,
,2002,40.43728089,
,2003,41.2144547,
,2004,42.05530865,
,2005,42.849148,
,2006,43.79753067,
,2007,44.61952676,
,2008,45.49054489,
,2009,46.22622843,
,2010,47.17061892,
,2011,47.92010465,
,2012,48.73352942,
,2013,49.50856658,
,2014,50.16034128,
,2015,50.79081756,
,2016,51.44448533,
,2000,9.988701934,
,2001,10.13930331,
,2002,10.32563157,
,2003,10.4919808,
,2004,10.682135,
,2005,10.89210332,
,2006,11.13253773,
,2007,11.36307958,
,2008,11.61567237,
,2009,11.82418082,
,2010,12.03219468,
,2011,12.17565778,
,2012,12.25128202,
,2013,12.34227632,
,2014,12.43677243,
,2015,12.56408982,
,2016,12.71716957,
,2000,23.23623778,
,2001,24.55631496,
,2002,25.68011015,
,2003,26.66271687,
,2004,28.02283705,
,2005,29.15395615,
,2006,30.54750214,
,2007,31.85731173,
,2008,33.16217404,
,2009,34.2960684,
,2010,35.83773925,
,2011,37.02875367,
,2012,38.31947293,
,2013,39.54304804,
,2014,40.65708017,
,2015,41.66878114,
,2016,42.74929747,
LUX,2000,100,2000LUX
LUX,2001,100,2001LUX
LUX,2002,100,2002LUX
LUX,2003,100,2003LUX
LUX,2004,100,2004LUX
LUX,2005,100,2005LUX
LUX,2006,100,2006LUX
LUX,2007,100,2007LUX
LUX,2008,100,2008LUX
LUX,2009,100,2009LUX
LUX,2010,100,2010LUX
LUX,2011,100,2011LUX
LUX,2012,100,2012LUX
LUX,2013,100,2013LUX
LUX,2014,100,2014LUX
LUX,2015,100,2015LUX
LUX,2016,100,2016LUX
MDG,2000,1.1,2000MDG
MDG,2001,1.11,2001MDG
MDG,2002,1.1,2002MDG
MDG,2003,1.08,2003MDG
MDG,2004,1.03,2004MDG
MDG,2005,1.02,2005MDG
MDG,2006,1.03,2006MDG
MDG,2007,1.02,2007MDG
MDG,2008,0.99,2008MDG
MDG,2009,0.97,2009MDG
MDG,2010,0.96,2010MDG
MDG,2011,0.94,2011MDG
MDG,2012,0.96,2012MDG
MDG,2013,0.94,2013MDG
MDG,2014,0.92,2014MDG
MDG,2015,0.9,2015MDG
MDG,2016,0.91,2016MDG
MWI,2000,1.75,2000MWI
MWI,2001,1.77,2001MWI
MWI,2002,1.83,2002MWI
MWI,2003,1.91,2003MWI
MWI,2004,1.94,2004MWI
MWI,2005,1.98,2005MWI
MWI,2006,2.01,2006MWI
MWI,2007,2.07,2007MWI
MWI,2008,2.15,2008MWI
MWI,2009,2.2,2009MWI
MWI,2010,2.18,2010MWI
MWI,2011,2.25,2011MWI
MWI,2012,2.33,2012MWI
MWI,2013,2.35,2013MWI
MWI,2014,2.43,2014MWI
MWI,2015,2.49,2015MWI
MWI,2016,2.5,2016MWI
MYS,2000,94.53,2000MYS
MYS,2001,94.99,2001MYS
MYS,2002,95.28,2002MYS
MYS,2003,95.58,2003MYS
MYS,2004,95.87,2004MYS
MYS,2005,96.03,2005MYS
MYS,2006,96.32,2006MYS
MYS,2007,96.34,2007MYS
MYS,2008,96.46,2008MYS
MYS,2009,96.43,2009MYS
MYS,2010,96.47,2010MYS
MYS,2011,96.56,2011MYS
MYS,2012,96.62,2012MYS
MYS,2013,96.49,2013MYS
MYS,2014,96.38,2014MYS
MYS,2015,96.3,2015MYS
MYS,2016,96.3,2016MYS
MDV,2000,32.18,2000MDV
MDV,2001,38.56,2001MDV
MDV,2002,45.18,2002MDV
MDV,2003,51.9,2003MDV
MDV,2004,58.33,2004MDV
MDV,2005,64.78,2005MDV
MDV,2006,69.74,2006MDV
MDV,2007,74.19,2007MDV
MDV,2008,78.36,2008MDV
MDV,2009,81.46,2009MDV
MDV,2010,84.43,2010MDV
MDV,2011,86.7,2011MDV
MDV,2012,88.63,2012MDV
MDV,2013,90.45,2013MDV
MDV,2014,91.71,2014MDV
MDV,2015,92.88,2015MDV
MDV,2016,93.83,2016MDV
MLI,2000,1.3,2000MLI
MLI,2001,1.28,2001MLI
MLI,2002,1.25,2002MLI
MLI,2003,1.24,2003MLI
MLI,2004,1.17,2004MLI
MLI,2005,1.18,2005MLI
MLI,2006,1.17,2006MLI
MLI,2007,1.13,2007MLI
MLI,2008,1.09,2008MLI
MLI,2009,1.09,2009MLI
MLI,2010,1.02,2010MLI
MLI,2011,1.05,2011MLI
MLI,2012,1,2012MLI
MLI,2013,1,2013MLI
MLI,2014,0.97,2014MLI
MLI,2015,0.93,2015MLI
MLI,2016,0.96,2016MLI
MLT,2000,100,2000MLT
MLT,2001,100,2001MLT
MLT,2002,100,2002MLT
MLT,2003,100,2003MLT
MLT,2004,100,2004MLT
MLT,2005,100,2005MLT
MLT,2006,100,2006MLT
MLT,2007,100,2007MLT
MLT,2008,100,2008MLT
MLT,2009,100,2009MLT
MLT,2010,100,2010MLT
MLT,2011,100,2011MLT
MLT,2012,100,2012MLT
MLT,2013,100,2013MLT
MLT,2014,100,2014MLT
MLT,2015,100,2015MLT
MLT,2016,100,2016MLT
MHL,2000,13.21,2000MHL
MHL,2001,15.94,2001MHL
MHL,2002,19.37,2002MHL
MHL,2003,23.21,2003MHL
MHL,2004,27.9,2004MHL
MHL,2005,32.72,2005MHL
MHL,2006,37.98,2006MHL
MHL,2007,42.91,2007MHL
MHL,2008,47.68,2008MHL
MHL,2009,51.79,2009MHL
MHL,2010,55.38,2010MHL
MHL,2011,58.58,2011MHL
MHL,2012,60.84,2012MHL
MHL,2013,62.6,2013MHL
MHL,2014,63.57,2014MHL
MHL,2015,64.63,2015MHL
MHL,2016,65.35,2016MHL
MRT,2000,29.04,2000MRT
MRT,2001,30.08,2001MRT
MRT,2002,31.23,2002MRT
MRT,2003,32.34,2003MRT
MRT,2004,33.48,2004MRT
MRT,2005,34.51,2005MRT
MRT,2006,35.61,2006MRT
MRT,2007,36.87,2007MRT
MRT,2008,37.75,2008MRT
MRT,2009,38.91,2009MRT
MRT,2010,40.08,2010MRT
MRT,2011,41.31,2011MRT
MRT,2012,42.34,2012MRT
MRT,2013,43.35,2013MRT
MRT,2014,44.26,2014MRT
MRT,2015,45.66,2015MRT
MRT,2016,46.56,2016MRT
MUS,2000,87.35,2000MUS
MUS,2001,87.68,2001MUS
MUS,2002,88.69,2002MUS
MUS,2003,89.24,2003MUS
MUS,2004,90.09,2004MUS
MUS,2005,90.43,2005MUS
MUS,2006,91.17,2006MUS
MUS,2007,91.43,2007MUS
MUS,2008,91.64,2008MUS
MUS,2009,92.23,2009MUS
MUS,2010,92.27,2010MUS
MUS,2011,92.56,2011MUS
MUS,2012,92.62,2012MUS
MUS,2013,92.74,2013MUS
MUS,2014,92.94,2014MUS
MUS,2015,93.11,2015MUS
MUS,2016,93.34,2016MUS
MEX,2000,80.68,2000MEX
MEX,2001,80.97,2001MEX
MEX,2002,81.25,2002MEX
MEX,2003,81.61,2003MEX
MEX,2004,81.96,2004MEX
MEX,2005,82.27,2005MEX
MEX,2006,82.52,2006MEX
MEX,2007,82.83,2007MEX
MEX,2008,83.15,2008MEX
MEX,2009,83.41,2009MEX
MEX,2010,83.74,2010MEX
MEX,2011,84,2011MEX
MEX,2012,84.24,2012MEX
MEX,2013,84.59,2013MEX
MEX,2014,84.87,2014MEX
MEX,2015,85.15,2015MEX
MEX,2016,85.35,2016MEX
FSM,2000,10.92,2000FSM
FSM,2001,11.04,2001FSM
FSM,2002,11.04,2002FSM
FSM,2003,11.04,2003FSM
FSM,2004,11.1,2004FSM
FSM,2005,11.21,2005FSM
FSM,2006,11.13,2006FSM
FSM,2007,11.23,2007FSM
FSM,2008,11.39,2008FSM
FSM,2009,11.42,2009FSM
FSM,2010,11.5,2010FSM
FSM,2011,11.45,2011FSM
FSM,2012,11.63,2012FSM
FSM,2013,11.64,2013FSM
FSM,2014,11.69,2014FSM
FSM,2015,11.79,2015FSM
FSM,2016,11.97,2016FSM
,2000,84.82997872,
,2001,86.42971973,
,2002,87.97018518,
,2003,89.02335341,
,2004,90.11734661,
,2005,91.08916965,
,2006,91.85490181,
,2007,92.4634609,
,2008,92.98766286,
,2009,93.45631828,
,2010,93.8450747,
,2011,94.10090121,
,2012,94.29097162,
,2013,94.55035586,
,2014,94.73412439,
,2015,94.84411888,
,2016,94.97803447,
,2000,83.37615801,
,2001,85.1421802,
,2002,86.85089209,
,2003,88.00327107,
,2004,89.21095201,
,2005,90.29071956,
,2006,91.12160733,
,2007,91.77985666,
,2008,92.34996393,
,2009,92.8629524,
,2010,93.28680212,
,2011,93.56517058,
,2012,93.77668776,
,2013,94.07224126,
,2014,94.2841946,
,2015,94.40668074,
,2016,94.56543643,
,2000,83.37615801,
,2001,85.1421802,
,2002,86.85089209,
,2003,88.00327107,
,2004,89.21095201,
,2005,90.29071956,
,2006,91.12160733,
,2007,91.77985666,
,2008,92.34996393,
,2009,92.8629524,
,2010,93.28680212,
,2011,93.56517058,
,2012,93.77668776,
,2013,94.07224126,
,2014,94.2841946,
,2015,94.40668074,
,2016,94.56543643,
,2000,41.57725458,
,2001,42.75953412,
,2002,43.67083509,
,2003,44.56419648,
,2004,45.52935526,
,2005,46.44355796,
,2006,47.53019836,
,2007,48.48115412,
,2008,49.48704553,
,2009,50.34838855,
,2010,51.44499757,
,2011,52.33213658,
,2012,53.2687749,
,2013,54.19400627,
,2014,54.98322018,
,2015,55.74804298,
,2016,56.5393834,
MDA,2000,68.34,2000MDA
MDA,2001,70.95,2001MDA
MDA,2002,72.9,2002MDA
MDA,2003,75.22,2003MDA
MDA,2004,77.23,2004MDA
MDA,2005,78.95,2005MDA
MDA,2006,81.2,2006MDA
MDA,2007,82.55,2007MDA
MDA,2008,83.92,2008MDA
MDA,2009,85.17,2009MDA
MDA,2010,86.71,2010MDA
MDA,2011,87.92,2011MDA
MDA,2012,88.89,2012MDA
MDA,2013,89.89,2013MDA
MDA,2014,90.81,2014MDA
MDA,2015,91.34,2015MDA
MDA,2016,92.19,2016MDA
MCO,2000,100,2000MCO
MCO,2001,100,2001MCO
MCO,2002,100,2002MCO
MCO,2003,100,2003MCO
MCO,2004,100,2004MCO
MCO,2005,100,2005MCO
MCO,2006,100,2006MCO
MCO,2007,100,2007MCO
MCO,2008,100,2008MCO
MCO,2009,100,2009MCO
MCO,2010,100,2010MCO
MCO,2011,100,2011MCO
MCO,2012,100,2012MCO
MCO,2013,100,2013MCO
