Code,Year,Access to clean fuels cooking %,IDCFA
SLE,2011,0.61,2011SLE
SLE,2012,0.72,2012SLE
SLE,2013,0.73,2013SLE
SLE,2014,0.8,2014SLE
SLE,2015,0.93,2015SLE
SLE,2016,0.99,2016SLE
SGP,2000,100,2000SGP
SGP,2001,100,2001SGP
SGP,2002,100,2002SGP
SGP,2003,100,2003SGP
SGP,2004,100,2004SGP
SGP,2005,100,2005SGP
SGP,2006,100,2006SGP
SGP,2007,100,2007SGP
SGP,2008,100,2008SGP
SGP,2009,100,2009SGP
SGP,2010,100,2010SGP
SGP,2011,100,2011SGP
SGP,2012,100,2012SGP
SGP,2013,100,2013SGP
SGP,2014,100,2014SGP
SGP,2015,100,2015SGP
SGP,2016,100,2016SGP
SVK,2000,93.75,2000SVK
SVK,2001,94.09,2001SVK
SVK,2002,94.67,2002SVK
SVK,2003,95.1,2003SVK
SVK,2004,95.42,2004SVK
SVK,2005,95.58,2005SVK
SVK,2006,95.87,2006SVK
SVK,2007,96.06,2007SVK
SVK,2008,96.47,2008SVK
SVK,2009,96.71,2009SVK
SVK,2010,96.7,2010SVK
SVK,2011,96.78,2011SVK
SVK,2012,96.81,2012SVK
SVK,2013,96.79,2013SVK
SVK,2014,96.81,2014SVK
SVK,2015,96.72,2015SVK
SVK,2016,96.58,2016SVK
SVN,2000,88.93,2000SVN
SVN,2001,89.75,2001SVN
SVN,2002,90.68,2002SVN
SVN,2003,91.49,2003SVN
SVN,2004,92,2004SVN
SVN,2005,92.57,2005SVN
SVN,2006,93.15,2006SVN
SVN,2007,93.65,2007SVN
SVN,2008,94.06,2008SVN
SVN,2009,94.41,2009SVN
SVN,2010,94.81,2010SVN
SVN,2011,95.08,2011SVN
SVN,2012,95.41,2012SVN
SVN,2013,95.66,2013SVN
SVN,2014,95.82,2014SVN
SVN,2015,95.99,2015SVN
SVN,2016,96.17,2016SVN
,2000,50.33615894,
,2001,51.1106708,
,2002,51.93279652,
,2003,52.66640731,
,2004,53.49300872,
,2005,54.29441829,
,2006,55.12530893,
,2007,55.99740715,
,2008,56.77949022,
,2009,57.55242781,
,2010,58.22420227,
,2011,58.76314926,
,2012,59.25110162,
,2013,59.70924939,
,2014,60.12201099,
,2015,60.44668865,
,2016,60.80786588,
SLB,2000,6.27,2000SLB
SLB,2001,6.45,2001SLB
SLB,2002,6.71,2002SLB
SLB,2003,6.78,2003SLB
SLB,2004,7.03,2004SLB
SLB,2005,7.17,2005SLB
SLB,2006,7.19,2006SLB
SLB,2007,7.38,2007SLB
SLB,2008,7.46,2008SLB
SLB,2009,7.66,2009SLB
SLB,2010,7.79,2010SLB
SLB,2011,7.95,2011SLB
SLB,2012,8.01,2012SLB
SLB,2013,8.13,2013SLB
SLB,2014,8.23,2014SLB
SLB,2015,8.36,2015SLB
SLB,2016,8.45,2016SLB
SOM,2000,0.64,2000SOM
SOM,2001,0.69,2001SOM
SOM,2002,0.75,2002SOM
SOM,2003,0.82,2003SOM
SOM,2004,0.88,2004SOM
SOM,2005,0.95,2005SOM
SOM,2006,1.02,2006SOM
SOM,2007,1.11,2007SOM
SOM,2008,1.2,2008SOM
SOM,2009,1.29,2009SOM
SOM,2010,1.41,2010SOM
SOM,2011,1.56,2011SOM
SOM,2012,1.68,2012SOM
SOM,2013,1.82,2013SOM
SOM,2014,1.97,2014SOM
SOM,2015,2.12,2015SOM
SOM,2016,2.34,2016SOM
ZAF,2000,56.43,2000ZAF
ZAF,2001,58.81,2001ZAF
ZAF,2002,61.01,2002ZAF
ZAF,2003,63.29,2003ZAF
ZAF,2004,65.6,2004ZAF
ZAF,2005,67.53,2005ZAF
ZAF,2006,69.58,2006ZAF
ZAF,2007,71.46,2007ZAF
ZAF,2008,73.35,2008ZAF
ZAF,2009,75.04,2009ZAF
ZAF,2010,76.65,2010ZAF
ZAF,2011,78.21,2011ZAF
ZAF,2012,79.65,2012ZAF
ZAF,2013,81,2013ZAF
ZAF,2014,82.36,2014ZAF
ZAF,2015,83.64,2015ZAF
ZAF,2016,84.75,2016ZAF
,2000,20.38263927,
,2001,21.90076516,
,2002,22.97410589,
,2003,23.88162936,
,2004,25.23305731,
,2005,26.13559683,
,2006,27.43338144,
,2007,28.58261658,
,2008,29.6653245,
,2009,30.46459348,
,2010,31.93673804,
,2011,32.96513783,
,2012,34.13983867,
,2013,35.29403235,
,2014,36.31865772,
,2015,37.41662049,
,2016,38.59055196,
,2000,20.38263927,
,2001,21.90076516,
,2002,22.97410589,
,2003,23.88162936,
,2004,25.23305731,
,2005,26.13559683,
,2006,27.43338144,
,2007,28.58261658,
,2008,29.6653245,
,2009,30.46459348,
,2010,31.93673804,
,2011,32.96513783,
,2012,34.13983867,
,2013,35.29403235,
,2014,36.31865772,
,2015,37.41662049,
,2016,38.59055196,
KOR,2000,96.21,2000KOR
KOR,2001,96.36,2001KOR
KOR,2002,96.46,2002KOR
KOR,2003,96.47,2003KOR
KOR,2004,96.6,2004KOR
KOR,2005,96.57,2005KOR
KOR,2006,96.59,2006KOR
KOR,2007,96.57,2007KOR
KOR,2008,96.73,2008KOR
KOR,2009,96.66,2009KOR
KOR,2010,96.8,2010KOR
KOR,2011,96.68,2011KOR
KOR,2012,96.79,2012KOR
KOR,2013,96.8,2013KOR
KOR,2014,96.77,2014KOR
KOR,2015,96.68,2015KOR
KOR,2016,96.68,2016KOR
SSD,2000,0.5,2000SSD
SSD,2001,0.51,2001SSD
SSD,2002,0.51,2002SSD
SSD,2003,0.52,2003SSD
SSD,2004,0.54,2004SSD
SSD,2005,0.53,2005SSD
SSD,2006,0.53,2006SSD
SSD,2007,0.56,2007SSD
SSD,2008,0.57,2008SSD
SSD,2009,0.59,2009SSD
SSD,2010,0.56,2010SSD
SSD,2011,0.58,2011SSD
SSD,2012,0.59,2012SSD
SSD,2013,0.58,2013SSD
SSD,2014,0.62,2014SSD
SSD,2015,0.63,2015SSD
SSD,2016,0.64,2016SSD
ESP,2000,100,2000ESP
ESP,2001,100,2001ESP
ESP,2002,100,2002ESP
ESP,2003,100,2003ESP
ESP,2004,100,2004ESP
ESP,2005,100,2005ESP
ESP,2006,100,2006ESP
ESP,2007,100,2007ESP
ESP,2008,100,2008ESP
ESP,2009,100,2009ESP
ESP,2010,100,2010ESP
ESP,2011,100,2011ESP
ESP,2012,100,2012ESP
ESP,2013,100,2013ESP
ESP,2014,100,2014ESP
ESP,2015,100,2015ESP
ESP,2016,100,2016ESP
LKA,2000,15.64,2000LKA
LKA,2001,16.2,2001LKA
LKA,2002,16.94,2002LKA
LKA,2003,17.31,2003LKA
LKA,2004,18.03,2004LKA
LKA,2005,18.68,2005LKA
LKA,2006,19.41,2006LKA
LKA,2007,20.01,2007LKA
LKA,2008,20.69,2008LKA
LKA,2009,21.12,2009LKA
LKA,2010,21.83,2010LKA
LKA,2011,22.74,2011LKA
LKA,2012,23.37,2012LKA
LKA,2013,24.06,2013LKA
LKA,2014,24.76,2014LKA
LKA,2015,25.44,2015LKA
LKA,2016,26.33,2016LKA
,2000,9.334193468,
,2001,9.607850515,
,2002,9.893931945,
,2003,10.16558881,
,2004,10.46576265,
,2005,10.76474494,
,2006,11.0536354,
,2007,11.32943983,
,2008,11.64285514,
,2009,11.93643408,
,2010,12.25389617,
,2011,12.58487383,
,2012,12.92108614,
,2013,13.25300352,
,2014,13.61526997,
,2015,13.96685263,
,2016,14.31986821,
,2000,9.334193468,
,2001,9.607850515,
,2002,9.893931945,
,2003,10.16558881,
,2004,10.46576265,
,2005,10.76474494,
,2006,11.0536354,
,2007,11.32943983,
,2008,11.64285514,
,2009,11.93643408,
,2010,12.25389617,
,2011,12.58487383,
,2012,12.92108614,
,2013,13.25300352,
,2014,13.61526997,
,2015,13.96685263,
,2016,14.31986821,
,2000,9.326033308,
,2001,9.599759955,
,2002,9.885650298,
,2003,10.15750925,
,2004,10.45776139,
,2005,10.75680577,
,2006,11.04571386,
,2007,11.32161032,
,2008,11.63496861,
,2009,11.92870857,
,2010,12.246124,
,2011,12.57746623,
,2012,12.91381726,
,2013,13.24579076,
,2014,13.60812908,
,2015,13.95973468,
,2016,14.31286616,
SDN,2000,14.21,2000SDN
SDN,2001,15.25,2001SDN
SDN,2002,16.57,2002SDN
SDN,2003,17.77,2003SDN
SDN,2004,19.14,2004SDN
SDN,2005,20.58,2005SDN
SDN,2006,22.19,2006SDN
SDN,2007,23.73,2007SDN
SDN,2008,25.38,2008SDN
SDN,2009,26.97,2009SDN
SDN,2010,28.94,2010SDN
SDN,2011,30.82,2011SDN
SDN,2012,32.75,2012SDN
SDN,2013,34.71,2013SDN
SDN,2014,36.93,2014SDN
SDN,2015,38.95,2015SDN
SDN,2016,41.29,2016SDN
SUR,2000,79.89,2000SUR
SUR,2001,80.72,2001SUR
SUR,2002,81.56,2002SUR
SUR,2003,82.25,2003SUR
SUR,2004,83.17,2004SUR
SUR,2005,83.77,2005SUR
SUR,2006,84.44,2006SUR
SUR,2007,85.08,2007SUR
SUR,2008,85.67,2008SUR
SUR,2009,86.24,2009SUR
SUR,2010,86.89,2010SUR
SUR,2011,87.41,2011SUR
SUR,2012,87.87,2012SUR
SUR,2013,88.33,2013SUR
SUR,2014,88.83,2014SUR
SUR,2015,89.26,2015SUR
SUR,2016,89.61,2016SUR
SWE,2000,100,2000SWE
SWE,2001,100,2001SWE
SWE,2002,100,2002SWE
SWE,2003,100,2003SWE
SWE,2004,100,2004SWE
SWE,2005,100,2005SWE
SWE,2006,100,2006SWE
SWE,2007,100,2007SWE
SWE,2008,100,2008SWE
SWE,2009,100,2009SWE
SWE,2010,100,2010SWE
SWE,2011,100,2011SWE
SWE,2012,100,2012SWE
SWE,2013,100,2013SWE
SWE,2014,100,2014SWE
SWE,2015,100,2015SWE
SWE,2016,100,2016SWE
CHE,2000,100,2000CHE
CHE,2001,100,2001CHE
CHE,2002,100,2002CHE
CHE,2003,100,2003CHE
CHE,2004,100,2004CHE
CHE,2005,100,2005CHE
CHE,2006,100,2006CHE
CHE,2007,100,2007CHE
CHE,2008,100,2008CHE
CHE,2009,100,2009CHE
CHE,2010,100,2010CHE
CHE,2011,100,2011CHE
CHE,2012,100,2012CHE
CHE,2013,100,2013CHE
CHE,2014,100,2014CHE
CHE,2015,100,2015CHE
CHE,2016,100,2016CHE
,2000,97.18,
,2001,97.53,
,2002,97.79,
,2003,97.99,
,2004,98.23,
,2005,98.37,
,2006,98.57,
,2007,98.56,
,2008,98.71,
,2009,98.76,
,2010,98.85,
,2011,98.9,
,2012,98.91,
,2013,98.99,
,2014,99.02,
,2015,99.05,
,2016,99.02,
TJK,2000,38.73,2000TJK
TJK,2001,41.58,2001TJK
TJK,2002,44.57,2002TJK
TJK,2003,47.65,2003TJK
TJK,2004,50.73,2004TJK
TJK,2005,53.63,2005TJK
TJK,2006,56.3,2006TJK
TJK,2007,59.31,2007TJK
TJK,2008,62.08,2008TJK
TJK,2009,64.83,2009TJK
TJK,2010,67.4,2010TJK
TJK,2011,70.04,2011TJK
TJK,2012,72.25,2012TJK
TJK,2013,74.5,2013TJK
TJK,2014,76.55,2014TJK
TJK,2015,78.55,2015TJK
TJK,2016,80.41,2016TJK
TZA,2000,1.08,2000TZA
TZA,2001,1.1,2001TZA
TZA,2002,1.15,2002TZA
TZA,2003,1.2,2003TZA
TZA,2004,1.28,2004TZA
TZA,2005,1.35,2005TZA
TZA,2006,1.36,2006TZA
TZA,2007,1.44,2007TZA
TZA,2008,1.53,2008TZA
TZA,2009,1.54,2009TZA
TZA,2010,1.66,2010TZA
TZA,2011,1.74,2011TZA
TZA,2012,1.85,2012TZA
TZA,2013,1.93,2013TZA
TZA,2014,2,2014TZA
TZA,2015,2.15,2015TZA
TZA,2016,2.16,2016TZA
THA,2000,68.04,2000THA
THA,2001,68.45,2001THA
THA,2002,68.77,2002THA
THA,2003,69.49,2003THA
THA,2004,69.57,2004THA
THA,2005,70.21,2005THA
THA,2006,70.65,2006THA
THA,2007,70.96,2007THA
THA,2008,71.46,2008THA
THA,2009,72.17,2009THA
THA,2010,72.31,2010THA
THA,2011,72.83,2011THA
THA,2012,73.22,2012THA
THA,2013,73.69,2013THA
THA,2014,73.67,2014THA
THA,2015,74.33,2015THA
THA,2016,74.43,2016THA
TLS,2000,2.27,2000TLS
TLS,2001,2.41,2001TLS
TLS,2002,2.54,2002TLS
TLS,2003,2.69,2003TLS
TLS,2004,2.96,2004TLS
TLS,2005,3.12,2005TLS
TLS,2006,3.37,2006TLS
TLS,2007,3.56,2007TLS
TLS,2008,3.89,2008TLS
TLS,2009,4.09,2009TLS
TLS,2010,4.54,2010TLS
TLS,2011,4.77,2011TLS
TLS,2012,5.21,2012TLS
TLS,2013,5.67,2013TLS
TLS,2014,5.98,2014TLS
TLS,2015,6.53,2015TLS
TLS,2016,6.92,2016TLS
TGO,2000,0.34,2000TGO
TGO,2001,0.48,2001TGO
TGO,2002,0.66,2002TGO
TGO,2003,0.9,2003TGO
TGO,2004,1.21,2004TGO
TGO,2005,1.59,2005TGO
TGO,2006,2.02,2006TGO
TGO,2007,2.44,2007TGO
TGO,2008,2.98,2008TGO
TGO,2009,3.46,2009TGO
TGO,2010,4.02,2010TGO
TGO,2011,4.52,2011TGO
TGO,2012,4.88,2012TGO
TGO,2013,5.37,2013TGO
TGO,2014,5.78,2014TGO
TGO,2015,6.24,2015TGO
TGO,2016,6.71,2016TGO
TON,2000,47.98,2000TON
TON,2001,49.23,2001TON
TON,2002,50.42,2002TON
TON,2003,51.39,2003TON
TON,2004,52.28,2004TON
TON,2005,53.01,2005TON
TON,2006,53.93,2006TON
TON,2007,54.66,2007TON
TON,2008,55.33,2008TON
TON,2009,56.01,2009TON
TON,2010,56.39,2010TON
TON,2011,56.95,2011TON
TON,2012,57.46,2012TON
TON,2013,57.91,2013TON
TON,2014,58.31,2014TON
TON,2015,58.85,2015TON
TON,2016,59.17,2016TON
TTO,2000,98.73,2000TTO
TTO,2001,98.81,2001TTO
TTO,2002,98.89,2002TTO
TTO,2003,98.94,2003TTO
TTO,2004,99,2004TTO
TTO,2005,99.04,2005TTO
TTO,2006,99.06,2006TTO
TTO,2007,99.15,2007TTO
TTO,2008,99.17,2008TTO
TTO,2009,99.17,2009TTO
TTO,2010,99.21,2010TTO
TTO,2011,99.22,2011TTO
TTO,2012,99.23,2012TTO
TTO,2013,99.25,2013TTO
TTO,2014,99.26,2014TTO
TTO,2015,99.27,2015TTO
TTO,2016,99.26,2016TTO
TUN,2000,93.3,2000TUN
TUN,2001,94.3,2001TUN
TUN,2002,95.05,2002TUN
TUN,2003,95.76,2003TUN
TUN,2004,96.34,2004TUN
TUN,2005,96.85,2005TUN
TUN,2006,97.24,2006TUN
TUN,2007,97.56,2007TUN
TUN,2008,97.88,2008TUN
TUN,2009,98.1,2009TUN
TUN,2010,98.34,2010TUN
TUN,2011,98.52,2011TUN
TUN,2012,98.68,2012TUN
TUN,2013,98.8,2013TUN
TUN,2014,98.94,2014TUN
TUN,2015,99.03,2015TUN
TUN,2016,99.1,2016TUN
TKM,2000,96.3,2000TKM
TKM,2001,96.83,2001TKM
TKM,2002,97.22,2002TKM
TKM,2003,97.63,2003TKM
TKM,2004,97.96,2004TKM
TKM,2005,98.2,2005TKM
TKM,2006,98.38,2006TKM
TKM,2007,98.57,2007TKM
TKM,2008,98.69,2008TKM
TKM,2009,98.85,2009TKM
TKM,2010,98.94,2010TKM
TKM,2011,99.03,2011TKM
TKM,2012,99.1,2012TKM
TKM,2013,99.18,2013TKM
TKM,2014,99.22,2014TKM
TKM,2015,99.27,2015TKM
TKM,2016,99.32,2016TKM
TUV,2000,18.63,2000TUV
TUV,2001,19.77,2001TUV
TUV,2002,21.18,2002TUV
TUV,2003,22.68,2003TUV
TUV,2004,24.25,2004TUV
TUV,2005,26.09,2005TUV
TUV,2006,28.19,2006TUV
TUV,2007,30.48,2007TUV
TUV,2008,32.98,2008TUV
TUV,2009,35.3,2009TUV
TUV,2010,37.7,2010TUV
TUV,2011,39.98,2011TUV
TUV,2012,42.29,2012TUV
TUV,2013,44.58,2013TUV
TUV,2014,46.54,2014TUV
TUV,2015,48.5,2015TUV
TUV,2016,50.42,2016TUV
UGA,2000,1.01,2000UGA
UGA,2001,0.98,2001UGA
UGA,2002,0.99,2002UGA
UGA,2003,0.93,2003UGA
UGA,2004,0.94,2004UGA
UGA,2005,0.91,2005UGA
UGA,2006,0.88,2006UGA
UGA,2007,0.89,2007UGA
UGA,2008,0.86,2008UGA
UGA,2009,0.84,2009UGA
UGA,2010,0.83,2010UGA
UGA,2011,0.84,2011UGA
UGA,2012,0.81,2012UGA
UGA,2013,0.78,2013UGA
UGA,2014,0.78,2014UGA
UGA,2015,0.76,2015UGA
UGA,2016,0.77,2016UGA
UKR,2000,88.25,2000UKR
UKR,2001,89.05,2001UKR
UKR,2002,89.7,2002UKR
UKR,2003,90.58,2003UKR
UKR,2004,91.15,2004UKR
UKR,2005,91.86,2005UKR
UKR,2006,92.51,2006UKR
UKR,2007,92.92,2007UKR
UKR,2008,93.35,2008UKR
UKR,2009,93.71,2009UKR
UKR,2010,94.14,2010UKR
UKR,2011,94.48,2011UKR
UKR,2012,94.85,2012UKR
UKR,2013,95.1,2013UKR
UKR,2014,95.32,2014UKR
UKR,2015,95.49,2015UKR
UKR,2016,95.73,2016UKR
ARE,2000,96.57,2000ARE
ARE,2001,97,2001ARE
ARE,2002,97.21,2002ARE
ARE,2003,97.53,2003ARE
ARE,2004,97.74,2004ARE
ARE,2005,97.96,2005ARE
ARE,2006,98.09,2006ARE
ARE,2007,98.14,2007ARE
ARE,2008,98.34,2008ARE
ARE,2009,98.44,2009ARE
ARE,2010,98.4,2010ARE
ARE,2011,98.47,2011ARE
ARE,2012,98.5,2012ARE
ARE,2013,98.55,2013ARE
ARE,2014,98.58,2014ARE
ARE,2015,98.63,2015ARE
ARE,2016,98.51,2016ARE
GBR,2000,100,2000GBR
GBR,2001,100,2001GBR
GBR,2002,100,2002GBR
GBR,2003,100,2003GBR
GBR,2004,100,2004GBR
GBR,2005,100,2005GBR
GBR,2006,100,2006GBR
GBR,2007,100,2007GBR
GBR,2008,100,2008GBR
GBR,2009,100,2009GBR
GBR,2010,100,2010GBR
GBR,2011,100,2011GBR
GBR,2012,100,2012GBR
GBR,2013,100,2013GBR
GBR,2014,100,2014GBR
GBR,2015,100,2015GBR
GBR,2016,100,2016GBR
USA,2000,100,2000USA
USA,2001,100,2001USA
USA,2002,100,2002USA
USA,2003,100,2003USA
USA,2004,100,2004USA
USA,2005,100,2005USA
USA,2006,100,2006USA
USA,2007,100,2007USA
USA,2008,100,2008USA
USA,2009,100,2009USA
USA,2010,100,2010USA
USA,2011,100,2011USA
USA,2012,100,2012USA
USA,2013,100,2013USA
USA,2014,100,2014USA
USA,2015,100,2015USA
USA,2016,100,2016USA
,2000,60.64469897,
,2001,61.85508723,
,2002,62.71997126,
,2003,63.69552402,
,2004,64.4106071,
,2005,65.25716675,
,2006,66.17170542,
,2007,66.88754173,
,2008,67.71483872,
,2009,68.41730954,
,2010,69.15751726,
,2011,69.83943475,
,2012,70.50163949,
,2013,71.20882901,
,2014,71.74133386,
,2015,72.33647515,
,2016,72.90087964,
URY,2000,96.05,2000URY
URY,2001,96.29,2001URY
URY,2002,96.5,2002URY
URY,2003,96.64,2003URY
URY,2004,96.82,2004URY
URY,2005,96.95,2005URY
URY,2006,97.13,2006URY
URY,2007,97.28,2007URY
URY,2008,97.37,2008URY
URY,2009,97.45,2009URY
URY,2010,97.52,2010URY
URY,2011,97.6,2011URY
URY,2012,97.69,2012URY
URY,2013,97.77,2013URY
URY,2014,97.84,2014URY
URY,2015,97.91,2015URY
URY,2016,97.97,2016URY
UZB,2000,79.55,2000UZB
UZB,2001,80.9,2001UZB
UZB,2002,82.13,2002UZB
UZB,2003,83.1,2003UZB
UZB,2004,84.25,2004UZB
UZB,2005,85.27,2005UZB
UZB,2006,86.16,2006UZB
UZB,2007,87.06,2007UZB
UZB,2008,87.91,2008UZB
UZB,2009,88.57,2009UZB
UZB,2010,89.07,2010UZB
UZB,2011,89.85,2011UZB
UZB,2012,90.44,2012UZB
UZB,2013,90.79,2013UZB
UZB,2014,91.35,2014UZB
UZB,2015,91.82,2015UZB
UZB,2016,92.1,2016UZB
VUT,2000,11.76,2000VUT
VUT,2001,12.07,2001VUT
VUT,2002,12.13,2002VUT
VUT,2003,12.42,2003VUT
VUT,2004,12.37,2004VUT
VUT,2005,12.45,2005VUT
VUT,2006,12.62,2006VUT
VUT,2007,12.56,2007VUT
VUT,2008,12.72,2008VUT
VUT,2009,12.67,2009VUT
VUT,2010,12.68,2010VUT
VUT,2011,12.71,2011VUT
VUT,2012,12.64,2012VUT
VUT,2013,12.62,2013VUT
VUT,2014,12.62,2014VUT
VUT,2015,12.72,2015VUT
VUT,2016,12.57,2016VUT
VEN,2000,96.29,2000VEN
VEN,2001,96.49,2001VEN
VEN,2002,96.63,2002VEN
VEN,2003,96.78,2003VEN
VEN,2004,96.85,2004VEN
VEN,2005,97.01,2005VEN
VEN,2006,97.11,2006VEN
VEN,2007,97.17,2007VEN
VEN,2008,97.26,2008VEN
VEN,2009,97.3,2009VEN
VEN,2010,97.37,2010VEN
VEN,2011,97.4,2011VEN
VEN,2012,97.44,2012VEN
VEN,2013,97.43,2013VEN
VEN,2014,97.42,2014VEN
VEN,2015,95.96,2015VEN
VEN,2016,96.16,2016VEN
VNM,2000,14.38,2000VNM
VNM,2001,17.05,2001VNM
VNM,2002,19.97,2002VNM
VNM,2003,22.81,2003VNM
VNM,2004,26.05,2004VNM
VNM,2005,29.23,2005VNM
VNM,2006,32.61,2006VNM
VNM,2007,36.04,2007VNM
VNM,2008,39.55,2008VNM
VNM,2009,43.12,2009VNM
VNM,2010,46.76,2010VNM
VNM,2011,50.14,2011VNM
VNM,2012,53.84,2012VNM
VNM,2013,57.23,2013VNM
VNM,2014,60.79,2014VNM
VNM,2015,63.81,2015VNM
VNM,2016,66.92,2016VNM
OWID_WRL,2000,49.42724312,2000OWID_WRL
OWID_WRL,2001,50.23107516,2001OWID_WRL
OWID_WRL,2002,50.83731438,2002OWID_WRL
OWID_WRL,2003,51.42755068,2003OWID_WRL
OWID_WRL,2004,52.07464386,2004OWID_WRL
OWID_WRL,2005,52.68429976,2005OWID_WRL
OWID_WRL,2006,53.42743972,2006OWID_WRL
OWID_WRL,2007,54.07094235,2007OWID_WRL
OWID_WRL,2008,54.76164754,2008OWID_WRL
OWID_WRL,2009,55.33122282,2009OWID_WRL
OWID_WRL,2010,56.07083378,2010OWID_WRL
OWID_WRL,2011,56.63512446,2011OWID_WRL
OWID_WRL,2012,57.2704388,2012OWID_WRL
OWID_WRL,2013,57.86976829,2013OWID_WRL
OWID_WRL,2014,58.36854575,2014OWID_WRL
OWID_WRL,2015,58.84984411,2015OWID_WRL
OWID_WRL,2016,59.35241816,2016OWID_WRL
YEM,2000,51.84,2000YEM
YEM,2001,52.73,2001YEM
YEM,2002,53.81,2002YEM
YEM,2003,54.8,2003YEM
YEM,2004,55.76,2004YEM
YEM,2005,56.67,2005YEM
YEM,2006,57.58,2006YEM
YEM,2007,58.46,2007YEM
YEM,2008,59.19,2008YEM
YEM,2009,60.01,2009YEM
YEM,2010,60.75,2010YEM
YEM,2011,61.68,2011YEM
YEM,2012,62.29,2012YEM
YEM,2013,63.03,2013YEM
YEM,2014,63.63,2014YEM
YEM,2015,64.28,2015YEM
YEM,2016,64.93,2016YEM
ZMB,2000,14,2000ZMB
ZMB,2001,14.11,2001ZMB
ZMB,2002,14.3,2002ZMB
ZMB,2003,14.46,2003ZMB
ZMB,2004,14.58,2004ZMB
ZMB,2005,14.73,2005ZMB
ZMB,2006,14.92,2006ZMB
ZMB,2007,15.08,2007ZMB
ZMB,2008,15.25,2008ZMB
ZMB,2009,15.43,2009ZMB
ZMB,2010,15.47,2010ZMB
ZMB,2011,15.71,2011ZMB
ZMB,2012,15.9,2012ZMB
ZMB,2013,15.99,2013ZMB
ZMB,2014,16.23,2014ZMB
ZMB,2015,16.31,2015ZMB
ZMB,2016,16.43,2016ZMB
ZWE,2000,32.4,2000ZWE
ZWE,2001,32.25,2001ZWE
ZWE,2002,32.18,2002ZWE
ZWE,2003,32.01,2003ZWE
ZWE,2004,31.77,2004ZWE
ZWE,2005,31.64,2005ZWE
ZWE,2006,31.34,2006ZWE
ZWE,2007,31.17,2007ZWE
ZWE,2008,30.97,2008ZWE
ZWE,2009,30.81,2009ZWE
ZWE,2010,30.46,2010ZWE
ZWE,2011,30.27,2011ZWE
ZWE,2012,30.02,2012ZWE
ZWE,2013,29.88,2013ZWE
ZWE,2014,29.63,2014ZWE
ZWE,2015,29.36,2015ZWE
ZWE,2016,29.05,2016ZWE
