Code,Year,ValPol,IDO
GNB,2017,29.77470228,2017GNB
GNQ,2010,46.18648655,2010GNQ
GNQ,2011,46.85258767,2011GNQ
GNQ,2012,45.23237247,2012GNQ
GNQ,2013,43.62579322,2013GNQ
GNQ,2014,44.30179969,2014GNQ
GNQ,2015,52.63437057,2015GNQ
GNQ,2016,54.50903017,2016GNQ
GNQ,2017,53.24062104,2017GNQ
GRC,2010,19.06108814,2010GRC
GRC,2011,20.00154124,2011GRC
GRC,2012,18.4207689,2012GRC
GRC,2013,17.77941628,2013GRC
GRC,2014,17.36504185,2014GRC
GRC,2015,17.74055711,2015GRC
GRC,2016,16.3289203,2016GRC
GRC,2017,16.21826638,2017GRC
GRD,2010,27.47290781,2010GRD
GRD,2011,28.13951521,2011GRD
GRD,2012,26.46891843,2012GRD
GRD,2013,25.84730814,2013GRD
GRD,2014,24.28703113,2014GRD
GRD,2015,24.16278293,2015GRD
GRD,2016,22.88869124,2016GRD
GRD,2017,22.72268748,2017GRD
GRL,2010,13.92232395,2010GRL
GRL,2011,14.09660544,2011GRL
GRL,2012,13.40669025,2012GRL
GRL,2013,12.75796756,2013GRL
GRL,2014,12.51054773,2014GRL
GRL,2015,11.76203951,2015GRL
GRL,2016,11.57250485,2016GRL
GRL,2017,11.60217946,2017GRL
GTM,2010,29.98259025,2010GTM
GTM,2011,31.72733122,2011GTM
GTM,2012,29.88625889,2012GTM
GTM,2013,30.05682402,2013GTM
GTM,2014,26.52785542,2014GTM
GTM,2015,25.0727261,2015GTM
GTM,2016,23.79782877,2016GTM
GTM,2017,24.07064893,2017GTM
GUM,2010,13.88834049,2010GUM
GUM,2011,14.1035329,2011GUM
GUM,2012,13.24230178,2012GUM
GUM,2013,12.78879461,2013GUM
GUM,2014,12.02255289,2014GUM
GUM,2015,12.53178352,2015GUM
GUM,2016,11.65176784,2016GUM
GUM,2017,11.63440681,2017GUM
GUY,2010,27.31186474,2010GUY
GUY,2011,27.92942466,2011GUY
GUY,2012,26.90129942,2012GUY
GUY,2013,24.85550257,2013GUY
GUY,2014,23.64826569,2014GUY
GUY,2015,23.88788174,2015GUY
GUY,2016,22.37149881,2016GUY
GUY,2017,22.37557463,2017GUY
HIC,2010,16.66933845,2010HIC
HIC,2011,16.95879054,2011HIC
HIC,2012,16.0809175,2012HIC
HIC,2013,15.87959148,2013HIC
HIC,2014,14.98694811,2014HIC
HIC,2015,15.81445441,2015HIC
HIC,2016,14.5179518,2016HIC
HIC,2017,14.68293085,2017HIC
HND,2010,26.88295242,2010HND
HND,2011,28.90074716,2011HND
HND,2012,27.44714935,2012HND
HND,2013,27.68413611,2013HND
HND,2014,23.16154008,2014HND
HND,2015,22.40619622,2015HND
HND,2016,21.08695992,2016HND
HND,2017,20.62885065,2017HND
HPC,2010,37.19402653,2010HPC
HPC,2011,37.92088795,2011HPC
HPC,2012,38.47469538,2012HPC
HPC,2013,37.17849642,2013HPC
HPC,2014,36.38687945,2014HPC
HPC,2015,41.37359756,2015HPC
HPC,2016,40.46722767,2016HPC
HPC,2017,40.685039,2017HPC
HRV,2010,21.33471864,2010HRV
HRV,2011,21.96600369,2011HRV
HRV,2012,20.2024228,2012HRV
HRV,2013,19.58696201,2013HRV
HRV,2014,18.43310352,2014HRV
HRV,2015,19.20668151,2015HRV
HRV,2016,17.78931891,2016HRV
HRV,2017,17.90177229,2017HRV
HTI,2010,17.7952414,2010HTI
HTI,2011,18.75791703,2011HTI
HTI,2012,17.48024488,2012HTI
HTI,2013,16.76701123,2013HTI
HTI,2014,16.26222456,2014HTI
HTI,2015,15.5402773,2015HTI
HTI,2016,15.08648313,2016HTI
HTI,2017,15.01982438,2017HTI
HUN,2010,19.13552438,2010HUN
HUN,2011,19.36069,2011HUN
HUN,2012,17.52996008,2012HUN
HUN,2013,17.2318312,2013HUN
HUN,2014,16.31532793,2014HUN
HUN,2015,17.23213014,2015HUN
HUN,2016,15.88535024,2016HUN
HUN,2017,15.92604819,2017HUN
IBD,2010,59.5207515,2010IBD
IBD,2011,60.15407085,2011IBD
IBD,2012,55.30045449,2012IBD
IBD,2013,56.64256822,2013IBD
IBD,2014,53.92514774,2014IBD
IBD,2015,53.90797514,2015IBD
IBD,2016,51.61841723,2016IBD
IBD,2017,52.04535318,2017IBD
IBT,2010,56.72107607,2010IBT
IBT,2011,57.2299229,2011IBT
IBT,2012,53.49686904,2012IBT
IBT,2013,53.97201082,2013IBT
IBT,2014,51.72516235,2014IBT
IBT,2015,53.04623105,2015IBT
IBT,2016,50.80162556,2016IBT
IBT,2017,51.16829051,2017IBT
IDA,2010,47.68388105,2010IDA
IDA,2011,47.91170955,2011IDA
IDA,2012,47.80751048,2012IDA
IDA,2013,45.65138777,2013IDA
IDA,2014,44.95598192,2014IDA
IDA,2015,50.42841565,2015IDA
IDA,2016,48.35236825,2016IDA
IDA,2017,48.5727388,2017IDA
IDB,2010,53.37945905,2010IDB
IDB,2011,53.17977299,2011IDB
IDB,2012,52.66001464,2012IDB
IDB,2013,49.64386899,2013IDB
IDB,2014,48.45870018,2014IDB
IDB,2015,58.96755865,2015IDB
IDB,2016,56.68919376,2016IDB
IDB,2017,56.79624142,2017IDB
IDN,2010,18.16928033,2010IDN
IDN,2011,18.04965117,2011IDN
IDN,2012,18.17016951,2012IDN
IDN,2013,16.87918132,2013IDN
IDN,2014,16.45463183,2014IDN
IDN,2015,16.64028042,2015IDN
IDN,2016,16.38415363,2016IDN
IDN,2017,16.5026533,2017IDN
IDX,2010,44.78226826,2010IDX
IDX,2011,45.22262868,2011IDX
IDX,2012,45.31867748,2012IDX
IDX,2013,43.60089982,2013IDX
IDX,2014,43.15482551,2014IDX
IDX,2015,46.03336282,2015IDX
IDX,2016,44.05892747,2016IDX
IDX,2017,44.33662543,2017IDX
IND,2010,95.75817945,2010IND
IND,2011,97.59937863,2011IND
IND,2012,88.1694406,2012IND
IND,2013,91.80479161,2013IND
IND,2014,89.62238269,2014IND
IND,2015,89.3033343,2015IND
IND,2016,89.67217693,2016IND
IND,2017,90.87321047,2017IND
IRL,2010,9.976375087,2010IRL
IRL,2011,10.28507938,2011IRL
IRL,2012,9.522691993,2012IRL
IRL,2013,9.360153635,2013IRL
IRL,2014,8.750521533,2014IRL
IRL,2015,8.672473458,2015IRL
IRL,2016,8.279163345,2016IRL
IRL,2017,8.208576735,2017IRL
IRN,2010,38.65150179,2010IRN
IRN,2011,38.0496892,2011IRN
IRN,2012,38.54205244,2012IRN
IRN,2013,38.10109206,2013IRN
IRN,2014,38.10949306,2014IRN
IRN,2015,39.61053238,2015IRN
IRN,2016,38.84130248,2016IRN
IRN,2017,38.97876028,2017IRN
IRQ,2010,68.71140482,2010IRQ
IRQ,2011,66.36260979,2011IRQ
IRQ,2012,66.84207687,2012IRQ
IRQ,2013,63.80269591,2013IRQ
IRQ,2014,56.56703027,2014IRQ
IRQ,2015,66.26503791,2015IRQ
IRQ,2016,63.95479607,2016IRQ
IRQ,2017,61.63623571,2017IRQ
ISL,2010,7.856536667,2010ISL
ISL,2011,8.098884846,2011ISL
ISL,2012,7.33692926,2012ISL
ISL,2013,7.171207035,2013ISL
ISL,2014,6.948896646,2014ISL
ISL,2015,6.927968941,2015ISL
ISL,2016,6.60765416,2016ISL
ISL,2017,6.481147263,2017ISL
ISR,2010,24.01923772,2010ISR
ISR,2011,23.90468673,2011ISR
ISR,2012,23.03884904,2012ISR
ISR,2013,22.94633022,2013ISR
ISR,2014,22.05914688,2014ISR
ISR,2015,22.7797827,2015ISR
ISR,2016,20.76570151,2016ISR
ISR,2017,21.38110224,2017ISR
ITA,2010,19.02523065,2010ITA
ITA,2011,19.99426671,2011ITA
ITA,2012,18.10524741,2012ITA
ITA,2013,17.75772244,2013ITA
ITA,2014,17.76927084,2014ITA
ITA,2015,17.89144517,2015ITA
ITA,2016,16.49037374,2016ITA
ITA,2017,16.75071194,2017ITA
JAM,2010,16.09171498,2010JAM
JAM,2011,16.54249891,2011JAM
JAM,2012,15.46047097,2012JAM
JAM,2013,14.93139975,2013JAM
JAM,2014,14.07433169,2014JAM
JAM,2015,14.1766593,2015JAM
JAM,2016,13.39596321,2016JAM
JAM,2017,13.40415053,2017JAM
JOR,2010,33.55056636,2010JOR
JOR,2011,33.01726148,2011JOR
JOR,2012,33.01693524,2012JOR
JOR,2013,33.41761072,2013JOR
JOR,2014,33.20542058,2014JOR
JOR,2015,34.30544926,2015JOR
JOR,2016,33.17661668,2016JOR
JOR,2017,33.00608118,2017JOR
JPN,2010,14.14233824,2010JPN
JPN,2011,14.14103105,2011JPN
JPN,2012,13.12887233,2012JPN
JPN,2013,13.36255833,2013JPN
JPN,2014,12.58661692,2014JPN
JPN,2015,12.68745973,2015JPN
JPN,2016,11.62392259,2016JPN
JPN,2017,11.70477819,2017JPN
KAZ,2010,15.91449319,2010KAZ
KAZ,2011,15.24383546,2011KAZ
KAZ,2012,14.48103768,2012KAZ
KAZ,2013,14.5985643,2013KAZ
KAZ,2014,13.74975351,2014KAZ
KAZ,2015,14.38480208,2015KAZ
KAZ,2016,13.08443846,2016KAZ
KAZ,2017,13.82428836,2017KAZ
KEN,2010,28.15477084,2010KEN
KEN,2011,28.66288466,2011KEN
KEN,2012,29.37227988,2012KEN
KEN,2013,28.93534528,2013KEN
KEN,2014,28.94935013,2014KEN
KEN,2015,28.53628017,2015KEN
KEN,2016,28.58337727,2016KEN
KEN,2017,28.57837427,2017KEN
KGZ,2010,27.26538617,2010KGZ
KGZ,2011,27.51760207,2011KGZ
KGZ,2012,25.48983252,2012KGZ
KGZ,2013,25.44035534,2013KGZ
KGZ,2014,23.29819153,2014KGZ
KGZ,2015,24.34473551,2015KGZ
KGZ,2016,23.1955558,2016KGZ
KGZ,2017,22.73776806,2017KGZ
KHM,2010,31.34313632,2010KHM
KHM,2011,30.91962359,2011KHM
KHM,2012,31.28373261,2012KHM
KHM,2013,30.33652957,2013KHM
KHM,2014,28.58336628,2014KHM
KHM,2015,26.76923854,2015KHM
KHM,2016,25.20287478,2016KHM
KHM,2017,25.61429187,2017KHM
KIR,2010,13.17504079,2010KIR
KIR,2011,13.35815463,2011KIR
KIR,2012,12.59423175,2012KIR
KIR,2013,12.32529751,2013KIR
KIR,2014,11.39374232,2014KIR
KIR,2015,11.51431847,2015KIR
KIR,2016,10.53783926,2016KIR
KIR,2017,10.64085586,2017KIR
KOR,2010,29.80201,2010KOR
KOR,2011,29.68119454,2011KOR
KOR,2012,27.91595259,2012KOR
KOR,2013,29.46191729,2013KOR
KOR,2014,27.21311037,2014KOR
KOR,2015,28.2142437,2015KOR
KOR,2016,25.09854067,2016KOR
KOR,2017,25.03942539,2017KOR
KWT,2010,62.74398094,2010KWT
KWT,2011,62.82540677,2011KWT
KWT,2012,64.07091103,2012KWT
KWT,2013,62.61130895,2013KWT
KWT,2014,55.62390422,2014KWT
KWT,2015,65.40607715,2015KWT
KWT,2016,60.84385161,2016KWT
KWT,2017,60.74515954,2017KWT
LAC,2010,21.06784395,2010LAC
LAC,2011,21.49779352,2011LAC
LAC,2012,20.45659808,2012LAC
LAC,2013,19.79319764,2013LAC
LAC,2014,18.38906978,2014LAC
LAC,2015,17.72994515,2015LAC
LAC,2016,16.68716084,2016LAC
LAC,2017,16.69100957,2017LAC
LAO,2010,31.73199577,2010LAO
LAO,2011,29.66966026,2011LAO
LAO,2012,30.29741812,2012LAO
LAO,2013,30.25948938,2013LAO
LAO,2014,28.39017177,2014LAO
LAO,2015,26.13948876,2015LAO
LAO,2016,25.80101805,2016LAO
LAO,2017,25.10953834,2017LAO
LBN,2010,30.89212513,2010LBN
LBN,2011,30.06910747,2011LBN
LBN,2012,30.10805188,2012LBN
LBN,2013,30.58809767,2013LBN
LBN,2014,30.44456692,2014LBN
LBN,2015,31.22929528,2015LBN
LBN,2016,30.17186865,2016LBN
LBN,2017,30.62111051,2017LBN
LBR,2010,15.24919691,2010LBR
LBR,2011,16.14705151,2011LBR
LBR,2012,16.28820747,2012LBR
LBR,2013,15.38285732,2013LBR
LBR,2014,14.94227071,2014LBR
LBR,2015,18.21280418,2015LBR
LBR,2016,17.88677836,2016LBR
LBR,2017,17.98411246,2017LBR
LBY,2010,50.1472295,2010LBY
LBY,2011,44.63173396,2011LBY
LBY,2012,44.9113635,2012LBY
LBY,2013,49.2794823,2013LBY
LBY,2014,47.50123391,2014LBY
LBY,2015,51.53264014,2015LBY
LBY,2016,52.1292063,2016LBY
LBY,2017,54.25468179,2017LBY
LCA,2010,27.63597227,2010LCA
LCA,2011,28.07865593,2011LCA
LCA,2012,26.36748478,2012LCA
LCA,2013,25.44480168,2013LCA
LCA,2014,24.23630259,2014LCA
LCA,2015,24.28323968,2015LCA
LCA,2016,22.35339926,2016LCA
LCA,2017,22.40081712,2017LCA
LCN,2010,21.05927625,2010LCN
LCN,2011,21.51642059,2011LCN
LCN,2012,20.44825644,2012LCN
LCN,2013,19.77918969,2013LCN
LCN,2014,18.39993651,2014LCN
LCN,2015,17.76167004,2015LCN
LCN,2016,16.70832847,2016LCN
LCN,2017,16.71803271,2017LCN
LDC,2010,46.02956375,2010LDC
LDC,2011,46.40985867,2011LDC
LDC,2012,46.57563237,2012LDC
LDC,2013,44.78295371,2013LDC
LDC,2014,44.4218263,2014LDC
LDC,2015,47.01635014,2015LDC
LDC,2016,44.91326375,2016LDC
LDC,2017,45.26866463,2017LDC
LIC,2010,41.34219858,2010LIC
LIC,2011,41.94446729,2011LIC
LIC,2012,42.05496487,2012LIC
LIC,2013,41.01181649,2013LIC
LIC,2014,40.04779592,2014LIC
LIC,2015,43.77333001,2015LIC
LIC,2016,42.89130135,2016LIC
LIC,2017,43.21666066,2017LIC
LKA,2010,31.03378115,2010LKA
LKA,2011,31.23207466,2011LKA
LKA,2012,30.08397283,2012LKA
LKA,2013,28.89822769,2013LKA
LKA,2014,26.92277652,2014LKA
LKA,2015,25.33734371,2015LKA
LKA,2016,14.02544523,2016LKA
LKA,2017,11.09961724,2017LKA
LMC,2010,67.27958551,2010LMC
LMC,2011,67.7944635,2011LMC
LMC,2012,63.31200554,2012LMC
LMC,2013,64.01195075,2013LMC
LMC,2014,62.65168718,2014LMC
LMC,2015,64.84786016,2015LMC
LMC,2016,63.89591152,2016LMC
LMC,2017,64.39857894,2017LMC
LMY,2010,56.9409481,2010LMY
LMY,2011,57.44989303,2011LMY
LMY,2012,53.70575778,2012LMY
LMY,2013,54.19640714,2013LMY
LMY,2014,51.9354768,2014LMY
LMY,2015,53.26668832,2015LMY
LMY,2016,51.00153372,2016LMY
LMY,2017,51.36963869,2017LMY
LSO,2010,32.24059762,2010LSO
LSO,2011,31.3547412,2011LSO
LSO,2012,31.21324307,2012LSO
LSO,2013,32.14869782,2013LSO
LSO,2014,33.08010261,2014LSO
LSO,2015,30.88497707,2015LSO
LSO,2016,28.33683335,2016LSO
LSO,2017,28.02865352,2017LSO
LTE,2010,52.06688101,2010LTE
LTE,2011,52.65231609,2011LTE
LTE,2012,48.16156076,2012LTE
LTE,2013,48.98127174,2013LTE
LTE,2014,45.022155,2014LTE
LTE,2015,44.52930272,2015LTE
LTE,2016,39.77292366,2016LTE
LTE,2017,40.00020683,2017LTE
LTU,2010,14.97106496,2010LTU
LTU,2011,14.50968278,2011LTU
LTU,2012,13.78452468,2012LTU
LTU,2013,12.98119203,2013LTU
LTU,2014,12.84519425,2014LTU
LTU,2015,12.45503512,2015LTU
LTU,2016,11.82161558,2016LTU
LTU,2017,11.85328236,2017LTU
LUX,2010,12.95878369,2010LUX
LUX,2011,12.68599568,2011LUX
LUX,2012,11.77557609,2012LUX
LUX,2013,11.6053841,2013LUX
LUX,2014,10.85761339,2014LUX
LUX,2015,11.00665465,2015LUX
LUX,2016,10.31198129,2016LUX
LUX,2017,10.3646374,2017LUX
LVA,2010,17.11506451,2010LVA
LVA,2011,16.5726763,2011LVA
LVA,2012,15.59855973,2012LVA
LVA,2013,14.88430819,2013LVA
LVA,2014,14.8790851,2014LVA
LVA,2015,13.9682016,2015LVA
LVA,2016,13.44747197,2016LVA
LVA,2017,13.42645752,2017LVA
MAR,2010,29.6489603,2010MAR
MAR,2011,29.26656426,2011MAR
MAR,2012,27.79028358,2012MAR
MAR,2013,29.25951913,2013MAR
MAR,2014,29.94944999,2014MAR
MAR,2015,31.44008691,2015MAR
MAR,2016,32.93537423,2016MAR
MAR,2017,32.59354146,2017MAR
MDA,2010,19.11610415,2010MDA
MDA,2011,19.92486817,2011MDA
MDA,2012,18.40928474,2012MDA
MDA,2013,17.43239973,2013MDA
MDA,2014,16.72646105,2014MDA
MDA,2015,17.07913959,2015MDA
MDA,2016,16.36379754,2016MDA
MDA,2017,16.25103271,2017MDA
MDG,2010,22.66201053,2010MDG
MDG,2011,23.36285963,2011MDG
MDG,2012,22.71642527,2012MDG
MDG,2013,23.90916176,2013MDG
MDG,2014,23.51776666,2014MDG
MDG,2015,22.95040117,2015MDG
MDG,2016,22.89570824,2016MDG
MDG,2017,22.54228288,2017MDG
MDV,2010,11.30982939,2010MDV
MDV,2011,11.78963462,2011MDV
MDV,2012,11.1574823,2012MDV
MDV,2013,10.56967928,2013MDV
MDV,2014,9.921230863,2014MDV
MDV,2015,9.37394394,2015MDV
MDV,2016,7.972428925,2016MDV
MDV,2017,7.795820799,2017MDV
MEA,2010,51.81085944,2010MEA
MEA,2011,50.26049879,2011MEA
MEA,2012,51.05999949,2012MEA
MEA,2013,51.94018553,2013MEA
MEA,2014,50.52272979,2014MEA
MEA,2015,57.01833923,2015MEA
MEA,2016,55.80734843,2016MEA
MEA,2017,55.6693262,2017MEA
MEX,2010,26.365439,2010MEX
MEX,2011,27.74129679,2011MEX
MEX,2012,25.98165883,2012MEX
MEX,2013,25.44908967,2013MEX
MEX,2014,23.09968975,2014MEX
MEX,2015,22.13299585,2015MEX
MEX,2016,20.70682854,2016MEX
MEX,2017,20.92111579,2017MEX
MHL,2010,12.94670836,2010MHL
MHL,2011,12.93217057,2011MHL
MHL,2012,12.12353358,2012MHL
MHL,2013,11.87438859,2013MHL
MHL,2014,11.07022018,2014MHL
MHL,2015,10.83766846,2015MHL
MHL,2016,10.15200199,2016MHL
MHL,2017,10.24133222,2017MHL
MIC,2010,58.6772891,2010MIC
MIC,2011,59.19966251,2011MIC
MIC,2012,55.03076053,2012MIC
MIC,2013,55.71529039,2013MIC
MIC,2014,53.32300771,2014MIC
MIC,2015,54.38996564,2015MIC
MIC,2016,51.97482792,2016MIC
MIC,2017,52.36246068,2017MIC
MKD,2010,34.45696977,2010MKD
MKD,2011,38.0831195,2011MKD
MKD,2012,34.65781455,2012MKD
MKD,2013,32.01504863,2013MKD
MKD,2014,31.79054123,2014MKD
MKD,2015,31.97598914,2015MKD
MKD,2016,29.59326907,2016MKD
MKD,2017,29.72694451,2017MKD
MLI,2010,36.39765973,2010MLI
MLI,2011,35.14164437,2011MLI
MLI,2012,34.7002263,2012MLI
MLI,2013,32.30682338,2013MLI
MLI,2014,33.91611574,2014MLI
MLI,2015,41.92692766,2015MLI
MLI,2016,38.48039528,2016MLI
MLI,2017,38.52660616,2017MLI
MLT,2010,16.4493999,2010MLT
MLT,2011,16.64430398,2011MLT
MLT,2012,15.39716095,2012MLT
MLT,2013,15.28194422,2013MLT
MLT,2014,14.43540357,2014MLT
MLT,2015,14.72246254,2015MLT
MLT,2016,13.81139444,2016MLT
MLT,2017,13.90954337,2017MLT
MMR,2010,44.05611525,2010MMR
MMR,2011,43.61990347,2011MMR
MMR,2012,42.5228124,2012MMR
MMR,2013,42.88286944,2013MMR
MMR,2014,40.28896854,2014MMR
MMR,2015,38.51378205,2015MMR
MMR,2016,36.033701,2016MMR
MMR,2017,35.55745292,2017MMR
MNA,2010,50.15897439,2010MNA
MNA,2011,48.267502,2011MNA
MNA,2012,48.80946888,2012MNA
MNA,2013,49.9660957,2013MNA
MNA,2014,49.22615176,2014MNA
MNA,2015,54.46832293,2015MNA
MNA,2016,54.37255528,2016MNA
MNA,2017,53.85776254,2017MNA
MNE,2010,25.0554063,2010MNE
MNE,2011,26.62922388,2011MNE
MNE,2012,24.68030289,2012MNE
MNE,2013,23.27422599,2013MNE
MNE,2014,21.94705168,2014MNE
MNE,2015,22.55969129,2015MNE
MNE,2016,20.92405137,2016MNE
MNE,2017,20.78181355,2017MNE
MNG,2010,43.30465329,2010MNG
MNG,2011,45.36017005,2011MNG
MNG,2012,42.6543748,2012MNG
MNG,2013,42.32131127,2013MNG
MNG,2014,39.29514006,2014MNG
MNG,2015,42.51464988,2015MNG
MNG,2016,38.22281711,2016MNG
MNG,2017,40.11284905,2017MNG
MNP,2010,11.926381,2010MNP
MNP,2011,12.19962657,2011MNP
MNP,2012,11.43999611,2012MNP
MNP,2013,10.96502021,2013MNP
MNP,2014,10.3134722,2014MNP
MNP,2015,10.39771204,2015MNP
MNP,2016,9.91775575,2016MNP
MNP,2017,9.892981129,2017MNP
MOZ,2010,23.56146872,2010MOZ
MOZ,2011,22.6090715,2011MOZ
MOZ,2012,22.86760109,2012MOZ
MOZ,2013,22.63615999,2013MOZ
MOZ,2014,22.61416414,2014MOZ
MOZ,2015,21.90588194,2015MOZ
MOZ,2016,21.47182554,2016MOZ
MOZ,2017,21.29869546,2017MOZ
MRT,2010,39.63741338,2010MRT
MRT,2011,40.04314497,2011MRT
MRT,2012,42.34351169,2012MRT
MRT,2013,40.21579155,2013MRT
MRT,2014,43.11078408,2014MRT
MRT,2015,49.49825592,2015MRT
MRT,2016,46.66758772,2016MRT
MRT,2017,47.42299178,2017MRT
MUS,2010,15.1947729,2010MUS
MUS,2011,15.20170165,2011MUS
MUS,2012,15.24585596,2012MUS
MUS,2013,15.55617651,2013MUS
MUS,2014,15.29264823,2014MUS
MUS,2015,14.44195579,2015MUS
MUS,2016,14.34637947,2016MUS
MUS,2017,14.45782732,2017MUS
MWI,2010,25.6961984,2010MWI
MWI,2011,25.16500891,2011MWI
MWI,2012,25.73840151,2012MWI
MWI,2013,24.68347878,2013MWI
MWI,2014,25.19822884,2014MWI
MWI,2015,24.53742932,2015MWI
MWI,2016,23.09261542,2016MWI
MWI,2017,23.56592147,2017MWI
MYS,2010,18.59375306,2010MYS
MYS,2011,19.20260869,2011MYS
MYS,2012,19.1822225,2012MYS
MYS,2013,17.55444704,2013MYS
MYS,2014,16.92315529,2014MYS
MYS,2015,17.44091023,2015MYS
MYS,2016,15.75128619,2016MYS
MYS,2017,16.03580871,2017MYS
NAC,2010,9.263171058,2010NAC
NAC,2011,9.630810585,2011NAC
NAC,2012,8.914901076,2012NAC
NAC,2013,8.641442144,2013NAC
NAC,2014,8.142225682,2014NAC
NAC,2015,7.973350547,2015NAC
NAC,2016,7.321048084,2016NAC
NAC,2017,7.311093663,2017NAC
NAM,2010,27.65989633,2010NAM
NAM,2011,27.01015451,2011NAM
NAM,2012,26.79870806,2012NAM
NAM,2013,27.09281609,2013NAM
NAM,2014,26.01812153,2014NAM
NAM,2015,26.91001673,2015NAM
NAM,2016,25.55214196,2016NAM
NAM,2017,25.3587654,2017NAM
NER,2010,69.15017669,2010NER
NER,2011,72.98276678,2011NER
NER,2012,72.54464459,2012NER
NER,2013,63.03171725,2013NER
NER,2014,60.54135722,2014NER
NER,2015,87.28128201,2015NER
NER,2016,87.70847201,2016NER
NER,2017,94.05381768,2017NER
NGA,2010,52.60906391,2010NGA
NGA,2011,50.97308923,2011NGA
NGA,2012,56.1296377,2012NGA
NGA,2013,49.74068894,2013NGA
NGA,2014,48.63337361,2014NGA
NGA,2015,75.39899187,2015NGA
NGA,2016,71.369601,2016NGA
NGA,2017,71.79817438,2017NGA
NIC,2010,22.4922691,2010NIC
NIC,2011,22.47952015,2011NIC
NIC,2012,22.35271161,2012NIC
NIC,2013,21.92907575,2013NIC
NIC,2014,19.38772134,2014NIC
NIC,2015,18.56913277,2015NIC
NIC,2016,17.7277291,2016NIC
NIC,2017,17.61418045,2017NIC
NLD,2010,15.23243025,2010NLD
NLD,2011,14.98813864,2011NLD
NLD,2012,13.81241373,2012NLD
NLD,2013,13.04314511,2013NLD
NLD,2014,12.82879707,2014NLD
NLD,2015,12.93210515,2015NLD
NLD,2016,12.02524278,2016NLD
